Order_ID,Order_Date,Customer,Region,State,City,Category,Product,Quantity,Sales,Discount,Profit,Salesperson
461,2025-09-25,Customer_85,West,Rajasthan,Jaipur,Clothing,Jacket,7,267762.6,10,20782.67,Salesperson_2
462,2025-10-20,Customer_83,North,Delhi,Delhi,Electronics,Smartphone,2,61387.1,5,4584.9,Salesperson_14
463,2025-01-07,Customer_27,West,Rajasthan,Jaipur,Clothing,Shirt,6,71832.0,20,16482.66,Salesperson_11
464,2025-12-29,Customer_8,West,Maharashtra,Pune,Electronics,Tablet,9,376563.6,15,96214.5,Salesperson_14
465,2025-04-29,Customer_69,East,Bihar,Patna,Electronics,Tablet,2,23438.4,20,1741.0,Salesperson_7
466,2025-08-23,Customer_90,South,Karnataka,Bengaluru,Furniture,Bookshelf,2,67763.2,20,9452.35,Salesperson_11
467,2025-11-04,Customer_57,West,Maharashtra,Mumbai,Furniture,Bookshelf,9,193392.45,5,35482.7,Salesperson_15
468,2025-10-16,Customer_70,East,Odisha,Bhubaneswar,Clothing,Shoes,7,302841.0,10,61205.18,Salesperson_4
469,2025-05-26,Customer_77,West,Rajasthan,Jaipur,Clothing,Shoes,8,212184.0,0,49137.21,Salesperson_1
470,2025-12-20,Customer_36,South,Tamil Nadu,Chennai,Clothing,Jeans,4,84548.0,0,20535.08,Salesperson_15
471,2025-10-26,Customer_32,South,Karnataka,Bengaluru,Office,Pen,3,25839.0,10,3663.21,Salesperson_4
472,2025-03-30,Customer_63,East,Odisha,Bhubaneswar,Office,Notebook,2,86256.0,10,21410.99,Salesperson_14
473,2025-08-11,Customer_54,North,Haryana,Faridabad,Electronics,Headphones,2,7495.2,10,1026.71,Salesperson_15
474,2025-10-17,Customer_20,North,Delhi,Delhi,Office,Printer,5,174325.0,0,22632.46,Salesperson_6
475,2025-08-10,Customer_38,South,Karnataka,Bengaluru,Office,Monitor,10,305592.0,20,22161.76,Salesperson_13
476,2025-05-15,Customer_11,West,Maharashtra,Mumbai,Clothing,Shirt,8,303592.0,0,56783.27,Salesperson_7
477,2025-10-20,Customer_26,West,Rajasthan,Jaipur,Furniture,Bookshelf,9,103144.95,15,15351.03,Salesperson_9
478,2025-12-10,Customer_53,South,Karnataka,Bengaluru,Clothing,Shoes,6,217795.2,20,15768.08,Salesperson_7
479,2025-03-28,Customer_45,East,Odisha,Bhubaneswar,Clothing,Jacket,10,434520.0,0,105336.48,Salesperson_10
480,2025-02-13,Customer_15,West,Rajasthan,Jaipur,Office,Printer,4,48909.6,10,4352.85,Salesperson_12
481,2025-08-30,Customer_3,North,Delhi,Delhi,Clothing,Shirt,6,275808.0,0,34828.9,Salesperson_6
482,2025-03-14,Customer_89,South,Telangana,Hyderabad,Furniture,Sofa,9,231516.0,20,53823.05,Salesperson_12
483,2025-11-13,Customer_35,North,Punjab,Amritsar,Clothing,Jeans,1,18157.35,5,4490.26,Salesperson_1
484,2025-01-10,Customer_38,West,Rajasthan,Jaipur,Electronics,Headphones,5,197770.5,10,52620.91,Salesperson_14
485,2025-04-12,Customer_65,West,Maharashtra,Pune,Electronics,Tablet,8,253638.4,20,18263.28,Salesperson_8
486,2025-12-17,Customer_46,North,Delhi,Delhi,Clothing,Jacket,8,199735.6,5,10904.18,Salesperson_6
487,2025-04-26,Customer_20,East,West Bengal,Kolkata,Electronics,Tablet,7,13613.6,20,3910.9,Salesperson_6
488,2025-12-18,Customer_30,West,Rajasthan,Jaipur,Electronics,Headphones,9,323517.6,20,86759.45,Salesperson_7
489,2025-04-16,Customer_84,South,Telangana,Hyderabad,Office,Pen,10,187680.0,15,34825.61,Salesperson_3
490,2025-06-12,Customer_9,South,Karnataka,Mysuru,Furniture,Bookshelf,3,104414.4,20,29160.65,Salesperson_9
491,2025-11-23,Customer_95,North,Delhi,Delhi,Furniture,Chair,6,140933.4,15,17734.64,Salesperson_5
492,2025-10-18,Customer_79,South,Karnataka,Bengaluru,Furniture,Desk,1,32484.8,20,3791.48,Salesperson_4
493,2025-08-29,Customer_92,South,Karnataka,Bengaluru,Clothing,Shirt,8,59436.8,20,15544.78,Salesperson_11
494,2025-07-29,Customer_98,East,West Bengal,Kolkata,Office,Monitor,3,32014.05,5,3411.68,Salesperson_1
495,2025-09-08,Customer_89,East,Odisha,Bhubaneswar,Furniture,Desk,2,20576.8,15,5489.53,Salesperson_6
496,2025-07-21,Customer_79,West,Maharashtra,Pune,Office,Printer,10,413865.0,15,95209.74,Salesperson_12
497,2025-01-21,Customer_72,North,Haryana,Gurugram,Office,Monitor,1,13282.4,20,2450.17,Salesperson_7
498,2025-05-31,Customer_79,North,Delhi,Delhi,Office,Monitor,5,81757.25,15,7490.73,Salesperson_15
499,2025-10-27,Customer_90,North,Haryana,Gurugram,Office,Monitor,2,76574.4,20,5995.23,Salesperson_9
500,2025-12-31,Customer_26,South,Tamil Nadu,Coimbatore,Clothing,Shoes,1,10388.7,15,2052.59,Salesperson_15
